error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,fraction_csp3,Fraction of sp3 carbons.,33,0.7857142857142857,0.013060715615605244,0.013060715615605244,0.7279114723431598,1.2247042499501617,5;62;63;77;91;93;96;97;121;126
false_negative,ghose_pass,Composite Ghose filter pass flag.,32,0.7619047619047619,0.01327430759536571,0.01327430759536571,0.0,-1.69176504441877,57;62;63;64;70;91;93;97;110;121
false_negative,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,25,0.5952380952380952,0.01976763997316801,0.01976763997316801,2.227592760854279,0.5920728388381847,5;57;70;77;91;96;110;148;172;173
false_negative,oral_bioavailability_rule_pass_count,"Count of passed composite rules among Lipinski, Veber, Egan, Ghose, Oprea, Rule-of-3, Muegge, and Pfizer 3/75-safe.",25,0.5952380952380952,0.012126367837500483,0.012126367837500483,2.04,-1.779813549922025,57;62;63;64;70;91;93;97;110;121
false_negative,total_atom_count,Total atom count after adding explicit hydrogens as a Ghose-style atom-count proxy.,24,0.5714285714285714,0.06591364148186013,0.06591364148186013,87.70833333333333,2.113115701463259,57;62;63;64;91;93;110;121;137;138
false_negative,stereocenter_count,Count of assigned or potential tetrahedral stereocenters.,24,0.5714285714285714,0.05780217536041362,0.05780217536041362,9.125,2.019322503871457,62;63;77;96;97;121;126;137;138;148
false_negative,labute_asa,Labute approximate surface area.,21,0.5,0.016725407450268032,0.016725407450268032,255.8791685248281,2.1009967618067464,57;62;63;64;91;93;110;121;137;138
false_negative,aromatic_heavy_atom_fraction,Aromatic atom fraction among heavy atoms.,21,0.5,0.011089173421949506,0.011089173421949506,0.04935163720660678,-1.5331748114433026,70;77;93;96;137;138;148;173;174;211
false_negative,hbd,Hydrogen bond donor count.,20,0.47619047619047616,0.01615695046059764,0.01615695046059764,4.25,1.0585762421618932,62;63;70;97;121;126;137;138;173;174
false_negative,ghose_mw_in_160_480,Rule flag: 160 < MW < 480.,18,0.42857142857142855,0.026103578109744133,0.026103578109744133,0.0,-2.54296414970142,57;62;63;64;93;121;137;138;172;278
false_negative,aliphatic_ring_count,Aliphatic ring count.,17,0.40476190476190477,0.01294904357137311,0.01294904357137311,4.294117647058823,2.288272268828866,62;63;77;96;121;137;138;148;172;211
false_negative,base_protonated_fraction_ph74,Estimated protonated fraction for the dominant basic site at pH 7.4.,16,0.38095238095238093,0.015708458610599142,0.015708458610599142,1.4762208454842522e-06,-0.9341532091294368,5;70;77;93;96;137;138;148;174;211
false_negative,intramolecular_hbond_pair_count,Count of donor-acceptor atom pairs 4-8 bonds apart as a proxy for intramolecular H-bond potential.,16,0.38095238095238093,0.015266478304542865,0.015266478304542865,18.5,1.4810046173264535,62;63;64;70;97;121;126;137;138;172
false_negative,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,16,0.38095238095238093,0.012985954309678593,0.012985954309678593,0.7092479246386223,0.8030510934302324,5;77;96;110;148;173;211;212;311;313
false_negative,mol_weight,Molecular weight (Descriptors.MolWt).,16,0.38095238095238093,0.01229766156416553,0.01229766156416553,641.6626875000002,2.2995835906604207,57;62;63;64;93;121;137;138;172;278
false_negative,charged_fraction_ph74,1 - neutral_fraction_ph74.,14,0.3333333333333333,0.011857684684117496,0.011857684684117496,0.22488463673874043,-0.9567738870205263,5;77;96;110;148;173;211;313;349;359
false_negative,tpsa,Topological polar surface area.,12,0.2857142857142857,0.02600522178630951,0.02600522178630951,89.49000000000001,0.15832604105109507,5;64;70;96;97;126;174;233;349;369
false_negative,num_acidic_sites,Number of predicted acidic sites from the MolGpKa helper.,12,0.2857142857142857,0.009261936718870118,0.009261936718870118,4.833333333333333,1.515367141003823,63;70;97;126;137;173;174;233;257;278
false_negative,logp,Wildman-Crippen logP.,11,0.2619047619047619,0.01198259040897446,0.01198259040897446,-1.515336363636363,-1.5690384484119912,70;97;126;173;174;233;257;400;402;403
false_negative,molar_refractivity,Wildman-Crippen molar refractivity.,11,0.2619047619047619,0.00756245796323772,0.00756245796323772,98.68939090909085,0.22930968294647072,57;64;91;93;110;148;247;257;402;403
false_negative,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,10,0.23809523809523808,0.011638493355085665,0.011638493355085665,0.7767658266389132,0.9174536299319739,62;63;110;121;172;173;212;311;359;381
false_negative,num_basic_sites,Number of predicted basic sites from the MolGpKa helper.,10,0.23809523809523808,0.006552528202915864,0.006552528202915864,0.2,-1.053769644715604,5;77;96;148;173;174;257;349;369;406
false_negative,heteroatom_count,Total heteroatom count.,5,0.11904761904761904,0.006218583211153652,0.006218583211153652,2.8,-1.0480022204427213,5;77;148;329;369
false_negative,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site at pH 7.4.,4,0.09523809523809523,0.010970759616345666,0.010970759616345666,0.7529888373094763,1.0794660731190602,70;212;400;402
false_negative,fraction_csp3_distance_to_0p45,Absolute distance from the oral-bioavailability saturation target 0.45.,4,0.09523809523809523,0.00975896441429864,0.00975896441429864,0.02338539838539838,-1.0634193782551875,5;319;369;381
false_negative,has_amphoteric_sites,1 if both acidic and basic sites are predicted.,4,0.09523809523809523,0.005750392145827099,0.005750392145827099,0.0,-1.254875549079733,91;93;403;406
false_negative,oprea_ring_count_in_1_4,Rule flag: 1 <= ring count <= 4.,4,0.09523809523809523,0.0057463612410205,0.0057463612410205,0.0,-2.5930942773132033,212;359;406;442
false_negative,exact_mol_weight,Exact molecular weight (Descriptors.ExactMolWt).,3,0.07142857142857142,0.010090360344952318,0.010090360344952318,392.17712762133334,0.40860476905508136,57;279;369
false_negative,oprea_pass,Composite Oprea lead-like pass flag.,2,0.047619047619047616,0.006542313152981679,0.006542313152981679,0.0,-0.5291502622129182,5;369
false_negative,ghose_logp_in_neg0p4_5p6,Rule flag: -0.4 < logP < 5.6.,1,0.023809523809523808,0.006502281324958368,0.006502281324958368,0.0,-2.619093187117827,233
false_negative,total_hbond_donors_acceptors,HBD + HBA total.,1,0.023809523809523808,0.006056018421762312,0.006056018421762312,12.0,1.0752925316427258,70
false_negative,labute_asa_per_heavy_atom,Labute ASA divided by heavy-atom count.,1,0.023809523809523808,0.005442020003297571,0.005442020003297571,6.853343573378465,3.3977459297049424,5
false_negative,hba,Hydrogen bond acceptor count.,1,0.023809523809523808,0.005068741241413644,0.005068741241413644,4.0,-0.2893088852308537,359
false_negative,oprea_rotatable_bonds_in_2_8,Rule flag: 2 < rotatable bonds < 8.,1,0.023809523809523808,0.004967194076733117,0.004967194076733117,0.0,-1.1135528725660044,369
false_negative,muegge_pass,Composite Muegge pass flag.,1,0.023809523809523808,0.00428031142874185,0.00428031142874185,0.0,-1.6074825037928095,369
false_positive,stereocenter_count,Count of assigned or potential tetrahedral stereocenters.,16,1.0,0.025979518206833887,0.025979518206833887,0.5,-0.42742009724466395,27;37;67;78;87;101;118;150;153;200
false_positive,total_atom_count,Total atom count after adding explicit hydrogens as a Ghose-style atom-count proxy.,14,0.875,0.02855021911942867,0.02855021911942867,35.642857142857146,-0.5087394055545965,27;37;67;87;101;118;150;153;200;201
false_positive,ghose_mw_in_160_480,Rule flag: 160 < MW < 480.,14,0.875,0.007747880246240649,0.007747880246240649,1.0,0.39324187881980716,27;37;67;78;87;101;118;150;153;200
false_positive,labute_asa,Labute approximate surface area.,11,0.6875,0.011725734766359387,0.011725734766359387,107.59454955564196,-0.6147803407359193,27;37;101;118;150;153;200;214;327;362
false_positive,hbd,Hydrogen bond donor count.,11,0.6875,0.005954675894662248,0.005954675894662248,1.2727272727272727,-0.3763305044197121,27;67;87;101;150;153;201;214;327;416
false_positive,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,10,0.625,0.025260911591162033,0.025260911591162033,0.31803422904709616,-0.03861219215555247,27;37;78;101;118;200;201;214;327;362
false_positive,intramolecular_hbond_pair_count,Count of donor-acceptor atom pairs 4-8 bonds apart as a proxy for intramolecular H-bond potential.,10,0.625,0.005456639840985279,0.005456639840985279,1.9,-0.36728119205991494,67;118;150;153;200;201;327;362;416;423
false_positive,oral_bioavailability_rule_pass_count,"Count of passed composite rules among Lipinski, Veber, Egan, Ghose, Oprea, Rule-of-3, Muegge, and Pfizer 3/75-safe.",9,0.5625,0.008250369942421787,0.008250369942421787,6.333333333333333,0.6810924459713493,27;37;67;78;118;150;200;362;423
false_positive,aliphatic_ring_count,Aliphatic ring count.,9,0.5625,0.006623431205326609,0.006623431205326609,0.5555555555555556,-0.4477845933006425,27;37;67;78;101;150;153;214;423
false_positive,fraction_csp3,Fraction of sp3 carbons.,8,0.5,0.03197871279210884,0.03197871279210884,0.16442286643525034,-1.1679535610341076,67;78;87;101;153;200;201;416
false_positive,ghose_pass,Composite Ghose filter pass flag.,8,0.5,0.00748758469243206,0.00748758469243206,1.0,0.5910986299776424,37;67;78;87;101;153;200;423
false_positive,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,7,0.4375,0.01602717600329436,0.01602717600329436,0.0057565446748206435,-0.8387716714458915,27;37;67;78;87;214;327
false_positive,logp,Wildman-Crippen logP.,7,0.4375,0.008293550124641275,0.008293550124641275,3.0861200000000015,0.42673512039628136,27;67;78;87;214;327;362
false_positive,tpsa,Topological polar surface area.,6,0.375,0.021329113189041845,0.021329113189041845,74.765,-0.10795036238604279,37;87;150;200;201;423
false_positive,charged_fraction_ph74,1 - neutral_fraction_ph74.,6,0.375,0.014309798188970012,0.014309798188970012,0.9970325638732559,0.8452809507894115,37;78;87;150;214;327
false_positive,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,6,0.375,0.009207688896038945,0.009207688896038945,-0.5383393667715742,-0.945214775663472,67;87;101;201;416;423
false_positive,num_basic_sites,Number of predicted basic sites from the MolGpKa helper.,6,0.375,0.009003951567884215,0.009003951567884215,2.6666666666666665,0.6452173828892839,78;101;118;150;201;362
false_positive,num_acidic_sites,Number of predicted acidic sites from the MolGpKa helper.,6,0.375,0.005137572042975261,0.005137572042975261,0.5,-0.7314501271240449,27;150;214;327;362;423
false_positive,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site at pH 7.4.,5,0.3125,0.008936252125022802,0.008936252125022802,3.1302203216840216e-07,-0.6477240889250973,27;78;118;150;327
false_positive,aromatic_heavy_atom_fraction,Aromatic atom fraction among heavy atoms.,4,0.25,0.019327706271150907,0.019327706271150907,0.7414141414141414,1.6808667059735014,118;153;201;416
false_positive,heteroatom_count,Total heteroatom count.,4,0.25,0.007873921664655325,0.007873921664655325,8.0,0.45570926806637163,67;78;101;423
false_positive,mol_weight,Molecular weight (Descriptors.MolWt).,4,0.25,0.00610037575852981,0.00610037575852981,299.46400000000006,-0.29827413730584396,67;101;118;327
false_positive,oprea_pass,Composite Oprea lead-like pass flag.,3,0.1875,0.010604165979952318,0.010604165979952318,1.0,1.889822365046136,118;153;423
false_positive,oprea_rotatable_bonds_in_2_8,Rule flag: 2 < rotatable bonds < 8.,3,0.1875,0.006602569959169759,0.006602569959169759,1.0,0.8980265101338744,37;118;200
false_positive,labute_asa_per_heavy_atom,Labute ASA divided by heavy-atom count.,2,0.125,0.020418958094849775,0.020418958094849775,5.7507385793610855,-0.8687072852801891,416;423
false_positive,fraction_csp3_distance_to_0p45,Absolute distance from the oral-bioavailability saturation target 0.45.,2,0.125,0.015521521321974666,0.015521521321974666,0.3388888888888889,1.0476610512294062,153;416
false_positive,base_protonated_fraction_ph74,Estimated protonated fraction for the dominant basic site at pH 7.4.,1,0.0625,0.012143851412373799,0.012143851412373799,0.9769284925227422,1.2841515212250514,27
false_positive,moderate_acidic_pka_2_6,Heuristic flag: a predicted acidic site exists and its most acidic pKa is between 2 and 6.,1,0.0625,0.006293101296078754,0.006293101296078754,1.0,1.8535489106998053,87
false_positive,molar_refractivity,Wildman-Crippen molar refractivity.,1,0.0625,0.004863947689531231,0.004863947689531231,84.00690000000002,-0.19425658485263927,200
