sample_index,smiles,y_true,total_seed_count,error_count,error_rate,wrong_seed_list,mean_prob_1_across_seeds,error_type,explanation_seed,explanation_bundle_path,explanation_bundle_valid_macro_f1,explanation_bundle_valid_roc_auc,selected_wrong_prediction,selected_wrong_prob_1
9,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0,5,5,1.0,0;1;2;3;4,0.5594484267227668,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5688684502199056
264,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0,5,5,1.0,0;1;2;3;4,0.5280196159174466,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5096023218467292
266,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0,5,5,1.0,0;1;2;3;4,0.5807338100942668,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5620213797207144
273,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,0,5,5,1.0,0;1;2;3;4,0.5511883299178548,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5435156391248207
446,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0,5,5,1.0,0;1;2;3;4,0.6465438428962986,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.6728318347172233
98,COc1ccnc(C[S@H](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0,5,4,0.8,0;1;2;4,0.5047747528752728,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5019569909631347
378,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0,5,4,0.8,0;2;3;4,0.5250863736245553,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5479964246705039
391,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0,5,4,0.8,0;2;3;4,0.5145171103229839,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5134049379999535
430,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0,5,4,0.8,0;1;2;4,0.5309028751708504,false_positive,4,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_4.joblib,0.6885456885456885,0.7053701015965168,1,0.5726788708440759
202,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,0,5,3,0.6,0;2;3,0.5102770690161658,false_positive,0,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_0.joblib,0.6727272727272727,0.690856313497823,1,0.5477017090246384
352,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1,5,3,0.6,0;1;3,0.5027819436009301,false_negative,1,checkpoints/forest/TDC__CYP2C9_Substrate_CarbonMangels/galactica-6.7b__cyp2c9_substrate_carbonmangels__synthesize__seed_1.joblib,0.6885456885456885,0.6879535558780842,0,0.4783783751988368
