error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,mol_weight,Molecular weight (Descriptors.MolWt).,6,1.0,0.008018404468674427,0.008018404468674427,176.43266666666668,-0.3138167376295531,71;106;111;209;216;268
false_negative,tpsa,Topological polar surface area.,5,0.8333333333333334,0.20181327509113206,0.20181327509113206,56.068000000000005,0.42395804317944624,71;106;111;209;268
false_negative,fraction_csp3,Fraction of sp3 carbons.,5,0.8333333333333334,0.011915330060242472,0.011915330060242472,0.30533910533910535,-0.5415833558121832,71;111;209;216;268
false_negative,direct_electrophile_site_count,Combined count of direct electrophilic or acylating alert sites.,5,0.8333333333333334,0.004687996011141982,0.004687996011141982,0.2,-0.4554966342719955,71;106;111;209;268
false_negative,molar_refractivity,Wildman-Crippen molar refractivity.,4,0.6666666666666666,0.0435485138680574,0.0435485138680574,30.615825000000008,-0.9898920815892618,111;209;216;268
false_negative,heteroatom_count,Total heteroatom count.,4,0.6666666666666666,0.024516927971196575,0.024516927971196575,5.0,0.8329465565349259,71;106;111;268
false_negative,ring_count,Total ring count.,4,0.6666666666666666,0.021478931915449518,0.021478931915449518,1.25,0.49347943009014505,71;106;111;268
false_negative,rotatable_bonds,Rotatable bond count.,4,0.6666666666666666,0.007438652829719248,0.007438652829719248,2.5,-0.4833864241482386,106;111;216;268
false_negative,aromatic_amine_count,Count of aniline-like aromatic amine substituents.,4,0.6666666666666666,0.00495071542000619,0.00495071542000619,0.25,0.24121247739254614,71;106;111;268
false_negative,multiple_reactive_sites_flag,1 if two or more direct electrophilic sites are present.,4,0.6666666666666666,0.0028903410122614105,0.0028903410122614105,0.0,-0.3450327796711772,71;106;111;268
false_negative,exact_mol_weight,Exact molecular weight (Descriptors.ExactMolWt).,3,0.5,0.03153293123263492,0.03153293123263492,150.04606997333335,-0.5963877239775769,106;209;216
false_negative,hbd,Hydrogen bond donor count.,3,0.5,0.022899823281035337,0.022899823281035337,0.6666666666666666,-0.13244569581717705,71;106;268
false_negative,overall_alert_family_count,Number of distinct skin-sensitization alert families present.,3,0.5,0.010739136707373533,0.010739136707373533,0.0,-1.131982860912801,106;111;209
false_negative,any_known_alert_present,1 if any structural skin-sensitization alert family is present.,3,0.5,0.004312672737577732,0.004312672737577732,0.0,-1.4605934866804429,106;111;209
false_negative,bioactivation_alert_family_count,Number of distinct bioactivation-oriented alert families present.,3,0.5,0.00400383880887367,0.00400383880887367,0.0,-0.5685769271023664,106;111;268
false_negative,estimated_log_kp,Potts-Guy style estimated skin permeability logKp.,3,0.5,0.003653314820562754,0.003653314820562754,-2.7778262666666667,-0.4185061028306965,71;106;209
false_negative,heavy_atom_count,Heavy atom count.,2,0.3333333333333333,0.1945085941816497,0.1945085941816497,4.0,-1.538795127958954,209;216
false_negative,estimated_kp_cm_per_h,Skin permeability estimate in cm/h derived from logKp.,2,0.3333333333333333,0.009854840688107672,0.009854840688107672,0.0032647160990674096,-0.08174272561309714,71;106
false_negative,hba,Hydrogen bond acceptor count.,2,0.3333333333333333,0.009008136998346083,0.009008136998346083,2.0,-0.16294660288978027,71;209
false_negative,logp,Wildman-Crippen logP.,2,0.3333333333333333,0.0043374286890885535,0.0043374286890885535,0.80375,-0.7711864149436641,71;209
false_negative,aliphatic_ring_count,Aliphatic ring count.,1,0.16666666666666666,0.0029710295149538144,0.0029710295149538144,1.0,1.4541175438475737,268
false_negative,aldehyde_present,1 if an aldehyde alert is present.,1,0.16666666666666666,0.002380048483976775,0.002380048483976775,1.0,2.656528346760647,216
false_negative,aromatic_amine_present,1 if an aromatic amine alert is present.,1,0.16666666666666666,0.0021061182771729713,0.0021061182771729713,0.0,-0.3577708763999663,106
