error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,aromatic_alert_family_count,Count of aromatic or polycyclic Ames alert families matched.,233,0.91015625,0.016020399412921348,0.016020399412921348,0.0,-0.6827611657687067,3;69;93;94;96;116;126;170;192;197
false_negative,negative_formal_atom_count,Number of atoms with negative formal charge.,223,0.87109375,0.009241010766273955,0.009241010766273955,0.0,-0.39159999876175866,3;5;69;76;93;94;96;101;116;126
false_negative,reactive_alert_family_count,Count of reactive Ames alert families matched.,205,0.80078125,0.011452454034810105,0.011452454034810105,0.0,-0.5471140806263927,3;5;69;76;93;94;96;126;170;184
false_negative,ames_structural_alert_present,1 if any DeepResearch Ames structural alert is present.,195,0.76171875,0.03545453770142718,0.03545453770142718,0.0,-1.139778497175848,3;69;93;94;96;126;170;192;197;246
false_negative,ames_alert_family_count,Count of distinct DeepResearch Ames structural alert families matched.,195,0.76171875,0.03415728532506894,0.03415728532506894,0.0,-0.9824477943119491,3;69;93;94;96;126;170;192;197;246
false_negative,positive_formal_atom_count,Number of atoms with positive formal charge.,164,0.640625,0.008315077598298108,0.008315077598298108,0.0,-0.40768941046074453,3;5;69;76;93;94;96;116;126;170
false_negative,ring_count,Total ring count.,150,0.5859375,0.010438415667429365,0.010438415667429365,0.9533333333333334,-0.5153394938718502,3;5;21;69;76;93;94;96;101;116
false_negative,polycyclic_alert_present,1 if a PAH or hetero-PAH alert is present.,149,0.58203125,0.006123283512922422,0.006123283512922422,0.0,-0.393411651165452,5;76;93;96;116;126;170;184;192;289
false_negative,max_fused_aromatic_system_size,Largest fused aromatic system size measured in aromatic rings.,134,0.5234375,0.0099886023459163,0.0099886023459163,0.8582089552238806,-0.226561708376411,3;5;21;69;76;93;94;96;101;116
false_negative,aromatic_ring_count,Aromatic ring count.,126,0.4921875,0.013863433836236047,0.013863433836236047,0.6904761904761905,-0.49107155177976325,3;5;21;69;76;93;94;96;101;116
false_negative,fused_aromatic_ring_count,Count of aromatic rings participating in fused aromatic systems.,121,0.47265625,0.006494494510827332,0.006494494510827332,0.01652892561983471,-0.503086826518908,21;76;101;116;126;192;197;260;313;341
false_negative,oxygen_nitrogen_count,Count of O and N atoms.,115,0.44921875,0.012008541717616871,0.012008541717616871,1.5565217391304347,-0.765345626251229,5;21;76;101;116;126;192;197;246;260
false_negative,aromatic_nitro_present,1 if an aromatic nitro alert is present.,108,0.421875,0.007299049737094998,0.007299049737094998,0.0,-0.3877219069270673,5;69;76;93;126;170;184;299;329;341
false_negative,carbon_atom_count,Total carbon atom count.,94,0.3671875,0.012048222130368918,0.012048222130368918,13.457446808510639,0.3074744597119374,3;5;96;101;116;170;260;313;329;341
