error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,boiled_egg_bbb_likely,Rule flag: BOILED-Egg BBB likely region.,80,0.8163265306122449,0.012915336248434415,0.012915336248434415,0.0,-1.320411668362521,3;9;12;16;24;123;134;156;169;171
false_negative,oxygen_nitrogen_le_5,Rule flag: O + N <= 5.,78,0.7959183673469388,0.010828830524519202,0.010828830524519202,0.0,-1.3266803100827609,12;16;24;115;123;134;156;169;171;185
false_negative,tpsa_lt_79,Rule flag: TPSA < 79.,77,0.7857142857142857,0.02314666454557006,0.02314666454557006,0.0,-1.4126654354039814,3;9;12;16;24;123;134;156;169;171
false_negative,tpsa_lt_70,Rule flag: TPSA < 70.,72,0.7346938775510204,0.009880281494086015,0.009880281494086015,0.0,-1.2037508463876114,3;9;12;16;24;84;89;115;123;134
false_negative,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,64,0.6530612244897959,0.02529010536918926,0.02529010536918926,-2.080939769573401,-1.166048937470693,3;9;12;16;27;84;89;115;123;141
false_negative,oxygen_nitrogen_count,Count of O and N atoms.,63,0.6428571428571429,0.026976799098011057,0.026976799098011057,9.682539682539682,1.158419550547612,24;123;156;171;185;191;224;249;251;252
false_negative,hbd,Hydrogen bond donor count.,56,0.5714285714285714,0.021241212641973418,0.021241212641973418,3.5,0.9951503637125342,3;9;12;16;24;27;84;89;123;134
false_negative,min_estate_index,Minimum E-State index.,53,0.5408163265306123,0.011277577857598356,0.011277577857598356,-1.9209561567187665,-0.886894084590921,3;9;12;24;27;89;115;123;134;141
false_negative,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site.,52,0.5306122448979592,0.05260294224869354,0.05260294224869354,0.7846676730952874,1.8122231963409934,3;9;27;89;134;141;169;171;185;202
false_negative,total_hbond_donors_acceptors,HBD + HBA total.,52,0.5306122448979592,0.018688971728013617,0.018688971728013617,12.057692307692308,1.1784273167664077,89;115;123;156;185;191;202;224;251;252
false_negative,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,48,0.4897959183673469,0.029186922217040983,0.029186922217040983,-0.6994685099503549,-1.5590018861933894,3;9;134;169;171;185;202;224;249;266
false_negative,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,47,0.47959183673469385,0.012309730875533116,0.012309730875533116,0.010713629369864041,-1.030595212594276,3;9;16;24;27;84;89;115;134;141
false_negative,logp,Wildman-Crippen logP.,47,0.47959183673469385,0.010972662625849524,0.010972662625849524,-0.28430531914893564,-1.3561826016730645,3;9;12;84;89;115;169;185;191;224
false_negative,heteroatom_count,Total heteroatom count.,45,0.45918367346938777,0.027851163275384033,0.027851163275384033,11.844444444444445,1.4209421280470025,12;123;156;171;185;191;224;251;252;287
false_negative,total_hbond_lt_8,Rule flag: HBD + HBA < 8.,45,0.45918367346938777,0.011545356547739144,0.011545356547739144,0.0,-1.6554265790031115,12;16;24;123;156;185;191;202;251;252
false_negative,tpsa,Topological polar surface area.,44,0.4489795918367347,0.03407247260616526,0.03407247260616526,154.8540909090909,1.3697211587343814,123;156;185;191;224;251;252;287;288;355
false_negative,hbd_lt_3,Rule flag: HBD < 3.,42,0.42857142857142855,0.030361559247501654,0.030361559247501654,0.0,-2.147243753677006,3;12;16;24;84;89;123;191;202;287
false_negative,logp_distance_to_3p4,Absolute distance from the heuristic logP target 3.4.,42,0.42857142857142855,0.010925459194174253,0.010925459194174253,3.6711402380952385,1.3483110729191932,12;84;89;115;123;169;191;249;266;273
false_negative,hba_lt_7,Rule flag: HBA < 7.,37,0.37755102040816324,0.010047037149935534,0.010047037149935534,0.0,-2.0315857904528762,156;171;185;191;251;252;287;288;297;377
false_negative,charged_fraction_ph74,1 - neutral_fraction_ph74.,28,0.2857142857142857,0.023474021448890946,0.023474021448890946,0.9997829573954589,1.0542497056482039,3;9;27;84;134;141;202;224;288;393
false_negative,aliphatic_ring_count,Aliphatic ring count.,24,0.24489795918367346,0.010658497152034692,0.010658497152034692,0.0,-1.1488808285995848,3;9;16;27;84;89;115;169;266;297
false_negative,kappa2,Second kappa shape index.,22,0.22448979591836735,0.014422831796964124,0.014422831796964124,14.2096567608061,2.028695564092979,24;156;171;191;252;287;551;555;556;557
false_negative,tpsa_le_90,Rule flag: TPSA <= 90.,19,0.19387755102040816,0.008440625710977909,0.008440625710977909,0.0,-1.622128149915416,12;24;249;251;273;396;662;683;775;792
false_negative,has_amphoteric_sites,1 if both acidic and basic sites are predicted.,19,0.19387755102040816,0.00715569043242565,0.00715569043242565,1.0,1.0735528507113377,16;24;89;115;266;273;298;299;583;668
false_negative,hba,Hydrogen bond acceptor count.,17,0.17346938775510204,0.009353500570761624,0.009353500570761624,12.647058823529411,2.4008183089342374,191;252;287;393;415;555;556;557;737;940
false_negative,num_acidic_sites,Number of predicted acidic sites.,11,0.11224489795918367,0.006905660657479718,0.006905660657479718,2.6363636363636362,0.6855282494799422,3;16;84;489;668;692;735;825;837;1180
false_negative,molar_refractivity,Wildman-Crippen molar refractivity.,10,0.10204081632653061,0.013681909592141666,0.013681909592141666,170.08636999999962,2.0926423729143244,171;287;555;556;557;902;924;1123;1182;1218
false_negative,bcut2d_chghi,BCUT2D charge high.,6,0.061224489795918366,0.0076500682445699705,0.0076500682445699705,2.4816670016082623,0.5590374017389982,89;224;346;557;737;837
false_negative,bcut2d_chglo,BCUT2D charge low.,5,0.05102040816326531,0.007909550069445633,0.007909550069445633,-2.4987285001373887,-0.9530006802664325,171;224;758;832;1329
false_negative,bcut2d_logphi,BCUT2D logP high.,5,0.05102040816326531,0.006870097103007737,0.006870097103007737,2.253722837784631,-0.6311688913461098,16;24;115;1035;1292
false_negative,labute_asa,Labute approximate surface area.,3,0.030612244897959183,0.00924000406635733,0.00924000406635733,257.3250099861098,1.8476043632041794,171;1123;1218
false_negative,chi2v,Valence chi connectivity index order 2.,3,0.030612244897959183,0.008185583765360485,0.008185583765360485,8.646485148026546,0.41137478016448376,355;683;832
false_negative,formal_charge,Formal charge from the input graph.,2,0.02040816326530612,0.017090616169513455,0.017090616169513455,1.0,6.683234896815378,355;442
false_negative,bcut2d_mrlow,BCUT2D MR low.,2,0.02040816326530612,0.010821490892782141,0.010821490892782141,-0.6537584265535656,-2.105388293408909,355;442
false_negative,base_protonated_fraction_ph74,Estimated protonated fraction for the dominant basic site.,2,0.02040816326530612,0.007936298635790262,0.007936298635790262,0.0,-0.9397542805511148,346;1035
false_negative,kappa1,First kappa shape index.,2,0.02040816326530612,0.007827324857534814,0.007827324857534814,37.827845477955904,2.496472348254426,924;1218
false_negative,hbd_le_0p5,Rule flag: HBD <= 0.5.,2,0.02040816326530612,0.005787118932889993,0.005787118932889993,0.0,-0.5883162648881608,298;299
false_negative,mol_weight,Molecular weight (Descriptors.MolWt).,1,0.01020408163265306,0.00921440634847446,0.00921440634847446,598.1650000000002,1.6741090539172485,1123
false_negative,bcut2d_logplow,BCUT2D logP low.,1,0.01020408163265306,0.007676813983025653,0.007676813983025653,-2.716886547841063,-1.4218590322252154,224
false_negative,logp_le_3,Rule flag: logP <= 3.,1,0.01020408163265306,0.00758167900046837,0.00758167900046837,1.0,0.8497132331653734,825
false_negative,chi4n,Simple chi connectivity index order 4.,1,0.01020408163265306,0.006547874295692588,0.006547874295692588,1.0019661014766987,-1.2174264828188996,84
false_positive,heteroatom_count,Total heteroatom count.,41,1.0,0.012828689045303418,0.012828689045303418,4.048780487804878,-0.5577350009223366,43;68;90;95;97;99;155;159;164;216
false_positive,oxygen_nitrogen_count,Count of O and N atoms.,40,0.975609756097561,0.015784984435801876,0.015784984435801876,3.5,-0.5106443291631739,43;68;90;95;97;99;155;159;164;216
false_positive,hbd_lt_3,Rule flag: HBD < 3.,40,0.975609756097561,0.012849040226642686,0.012849040226642686,1.0,0.46571331190861287,43;68;90;95;97;99;155;159;164;216
false_positive,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site.,38,0.926829268292683,0.022495803830421598,0.022495803830421598,7.723964129879376e-05,-0.43869749273757624,43;68;90;95;97;99;155;159;164;216
false_positive,tpsa_lt_79,Rule flag: TPSA < 79.,38,0.926829268292683,0.016882390876685558,0.016882390876685558,1.0,0.7078816929601092,43;68;90;95;97;99;155;159;164;216
false_positive,boiled_egg_bbb_likely,Rule flag: BOILED-Egg BBB likely region.,34,0.8292682926829268,0.011088391713016258,0.011088391713016258,1.0,0.7573395661067791,43;68;90;95;97;99;155;159;164;216
false_positive,tpsa,Topological polar surface area.,30,0.7317073170731707,0.01795479312487865,0.01795479312487865,39.76433333333333,-0.5619216461869154,43;68;90;95;97;99;155;159;164;216
false_positive,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,30,0.7317073170731707,0.010761314225692787,0.010761314225692787,0.5764319494540143,0.5222761040620525,68;90;95;97;99;155;159;164;216;270
false_positive,total_hbond_donors_acceptors,HBD + HBA total.,27,0.6585365853658537,0.014101868549326647,0.014101868549326647,3.5925925925925926,-0.5859783582500323,43;68;90;95;97;159;164;216;270;293
false_positive,tpsa_lt_70,Rule flag: TPSA < 70.,27,0.6585365853658537,0.008238854849869779,0.008238854849869779,1.0,0.8307366952230553,68;95;99;155;159;164;216;272;293;354
false_positive,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,26,0.6341463414634146,0.01474574234687492,0.01474574234687492,2.606409029882255,0.49373637231774214,43;90;97;155;159;216;270;272;354;356
false_positive,hbd,Hydrogen bond donor count.,25,0.6097560975609756,0.015334137779075623,0.015334137779075623,0.6,-0.5246982452411614,43;95;97;159;164;216;270;293;356;431
false_positive,min_estate_index,Minimum E-State index.,21,0.5121951219512195,0.011460059141395303,0.011460059141395303,0.20205712040071133,0.8210913482592026,90;95;97;159;164;216;272;541;580;671
false_positive,charged_fraction_ph74,1 - neutral_fraction_ph74.,20,0.4878048780487805,0.010388247151970384,0.010388247151970384,0.011412931448590385,-1.1730830870180669,43;90;97;164;270;354;356;431;539;671
false_positive,total_hbond_lt_8,Rule flag: HBD + HBA < 8.,19,0.4634146341463415,0.006957802849703436,0.006957802849703436,1.0,0.6040739061965492,43;68;155;272;293;354;356;431;541;676
false_positive,oxygen_nitrogen_le_5,Rule flag: O + N <= 5.,17,0.4146341463414634,0.008482303582897364,0.008482303582897364,1.0,0.7537610925556122,99;155;216;270;272;293;356;431;580;730
false_positive,logp,Wildman-Crippen logP.,14,0.34146341463414637,0.010351067915130399,0.010351067915130399,3.739371428571431,0.6695070060179974,155;159;164;216;431;541;730;878;887;939
false_positive,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,13,0.3170731707317073,0.010117042622462581,0.010117042622462581,0.9964628033737296,1.1908313816603406,43;90;354;356;431;539;676;878;900;919
false_positive,logp_distance_to_3p4,Absolute distance from the heuristic logP target 3.4.,12,0.2926829268292683,0.008806848381515332,0.008806848381515332,0.6378000000000005,-0.6335158172234384,155;216;354;431;541;730;878;1027;1047;1114
false_positive,hbd_le_0p5,Rule flag: HBD <= 0.5.,7,0.17073170731707318,0.008356866624541376,0.008356866624541376,1.0,1.6997660266797148,43;159;216;730;900;967;1114
false_positive,num_acidic_sites,Number of predicted acidic sites.,4,0.0975609756097561,0.006629055502460475,0.006629055502460475,0.0,-0.8294262193540788,216;580;967;1114
false_positive,tpsa_le_90,Rule flag: TPSA <= 90.,3,0.07317073170731707,0.0075241703410723814,0.0075241703410723814,1.0,0.6164741053609998,68;541;887
false_positive,kappa1,First kappa shape index.,3,0.07317073170731707,0.0073888076901710625,0.0073888076901710625,8.32234907212481,-1.1531885158874806,68;97;900
false_positive,hba_lt_7,Rule flag: HBA < 7.,3,0.07317073170731707,0.005433088388676229,0.005433088388676229,1.0,0.4922263212803248,730;763;1193
false_positive,cns_mpo_score,Approximate six-parameter CNS MPO score.,2,0.04878048780487805,0.009621873829103133,0.009621873829103133,5.833333333333333,1.3623389062733124,763;901
false_positive,has_amphoteric_sites,1 if both acidic and basic sites are predicted.,2,0.04878048780487805,0.007581181634886263,0.007581181634886263,0.0,-0.9314865116676819,539;1017
false_positive,bcut2d_logplow,BCUT2D logP low.,2,0.04878048780487805,0.0075568219447927805,0.0075568219447927805,-2.175588204331974,1.1859504930683105,671;878
false_positive,bcut2d_logphi,BCUT2D logP high.,1,0.024390243902439025,0.03283280630364734,0.03283280630364734,2.701616833491588,1.8251965450143597,539
false_positive,bcut2d_chglo,BCUT2D charge low.,1,0.024390243902439025,0.027739495635476282,0.027739495635476282,-2.621825242064567,-1.62330312149269,539
false_positive,bcut2d_chghi,BCUT2D charge high.,1,0.024390243902439025,0.018773345038798017,0.018773345038798017,2.749819866206265,1.7616577688121726,539
false_positive,bcut2d_mwlow,BCUT2D MW low.,1,0.024390243902439025,0.013953462732838432,0.013953462732838432,9.443439194158953,-1.8574315965546613,539
false_positive,max_estate_index,Maximum E-State index.,1,0.024390243902439025,0.010364363505730573,0.010364363505730573,16.85906328735198,1.6858287160719152,539
false_positive,base_protonated_fraction_ph74,Estimated protonated fraction for the dominant basic site.,1,0.024390243902439025,0.008369210809201767,0.008369210809201767,0.9870728789723947,1.3268518481880842,1144
false_positive,aliphatic_ring_count,Aliphatic ring count.,1,0.024390243902439025,0.00750665832114812,0.00750665832114812,1.0,-0.4738517065597429,1193
false_positive,wiener_index,Wiener index from topological distances.,1,0.024390243902439025,0.007482250910344931,0.007482250910344931,398.0,-0.4193229453734412,1193
false_positive,logp_le_3,Rule flag: logP <= 3.,1,0.024390243902439025,0.007369680571262665,0.007369680571262665,0.0,-1.1768676313004736,431
false_positive,fused_ring_count,Count of rings participating in fused ring systems.,1,0.024390243902439025,0.006911731245039227,0.006911731245039227,4.0,1.1941516329138835,539
false_positive,exact_mol_weight,Exact molecular weight (Descriptors.ExactMolWt).,1,0.024390243902439025,0.0066115173038544355,0.0066115173038544355,242.108898816,-0.7677941652375583,1193
false_positive,chi3v,Valence chi connectivity index order 3.,1,0.024390243902439025,0.005799201357295703,0.005799201357295703,3.5892396878373565,-0.6904229133753099,1193
