error_type,feature_name,feature_description,sample_count,affected_fraction,mean_harmful_shap_value,mean_abs_harmful_shap_value,mean_raw_value,mean_model_input_value,example_sample_indices
false_negative,tpsa,Topological polar surface area.,7,1.0,0.09213284120343787,0.09213284120343787,168.43,1.962527999020795,53;84;85;86;200;304;371
false_negative,total_hbond_donors_acceptors,HBD + HBA total.,7,1.0,0.046944393908122946,0.046944393908122946,15.428571428571429,2.249795593001664,53;84;85;86;200;304;371
false_negative,hia_primary_rule_pass_count,"Count of passed HIA composite rules among Lipinski, Veber, Egan, Palm static, Ghose, and Veber alternative.",7,1.0,0.041644531012036905,0.041644531012036905,0.42857142857142855,-3.225780616061128,53;84;85;86;200;304;371
false_negative,tpsa_le_140,Rule flag: TPSA <= 140.,7,1.0,0.03178757145117398,0.03178757145117398,0.0,-3.893584466786357,53;84;85;86;200;304;371
false_negative,egan_pass,Composite Egan pass flag.,7,1.0,0.028411331328672212,0.028411331328672212,0.0,-3.3529724488018453,53;84;85;86;200;304;371
false_negative,veber_pass,Composite Veber pass flag.,7,1.0,0.026322309563070297,0.026322309563070297,0.0,-3.3529724488018453,53;84;85;86;200;304;371
false_negative,tpsa_le_131p6,Rule flag: TPSA <= 131.6.,7,1.0,0.0252764094248487,0.0252764094248487,0.0,-3.893584466786357,53;84;85;86;200;304;371
false_negative,intramolecular_hbond_pair_count,Count of donor-acceptor atom pairs 4-8 bonds apart as a proxy for intramolecular H-bond potential.,7,1.0,0.02013260713035594,0.02013260713035594,19.714285714285715,1.8459948812552995,53;84;85;86;200;304;371
false_negative,veber_alt_pass,Veber alternative pass flag using HBD + HBA <= 12.,6,0.8571428571428571,0.03508347265157323,0.03508347265157323,0.0,-4.270608298368657,53;84;86;200;304;371
false_negative,total_hbond_donors_acceptors_le_12,Rule flag: HBD + HBA <= 12.,6,0.8571428571428571,0.028304291216192216,0.028304291216192216,0.0,-4.270608298368657,53;84;86;200;304;371
false_negative,hbd,Hydrogen bond donor count.,5,0.7142857142857143,0.01728862891807674,0.01728862891807674,5.6,1.9739917211802989,53;84;200;304;371
false_negative,hba,Hydrogen bond acceptor count.,5,0.7142857142857143,0.012694138813312267,0.012694138813312267,11.8,2.8101217622329298,84;86;200;304;371
false_negative,logp,Wildman-Crippen logP.,5,0.7142857142857143,0.012154805066881642,0.012154805066881642,-1.0906719999999985,-1.7783069740826858,53;84;85;304;371
false_negative,mol_weight,Molecular weight (Descriptors.MolWt).,4,0.5714285714285714,0.02489350759496264,0.02489350759496264,564.1547500000003,1.8051233476234043,84;86;200;304
false_negative,num_acidic_sites,Number of predicted acidic sites from the MolGpKa helper.,4,0.5714285714285714,0.006640660780862235,0.006640660780862235,5.75,2.2117790947208804,53;84;200;371
false_negative,lipinski_violation_count,Number of Lipinski cutoffs violated among MW/logP/HBD/HBA.,3,0.42857142857142855,0.038504090524883634,0.038504090524883634,2.0,3.274389466856794,86;200;304
false_negative,estimated_logd_ph74,Estimated logD at pH 7.4 from logP and neutral fraction.,3,0.42857142857142855,0.02719104645524817,0.02719104645524817,-3.9289350018759728,-1.7404307646641926,53;84;85
false_negative,estimated_logd_ph80,Estimated logD at pH 8.0 from logP and neutral fraction.,3,0.42857142857142855,0.02411639426196791,0.02411639426196791,-4.309151281516134,-1.804665286358038,53;84;85
false_negative,mw_le_500,Rule flag: MW <= 500.,3,0.42857142857142855,0.016386990623536827,0.016386990623536827,0.0,-3.9791121287711078,86;200;304
false_negative,ghose_mr_in_40_130,Rule flag: 40 < molar refractivity < 130.,3,0.42857142857142855,0.0053120342788565075,0.0053120342788565075,0.0,-3.103478523748541,86;200;304
false_negative,estimated_logd_ph65,Estimated logD at pH 6.5 from logP and neutral fraction.,2,0.2857142857142857,0.019882119799475538,0.019882119799475538,-4.21022527002994,-1.8632065267072564,84;85
false_negative,molar_refractivity,Wildman-Crippen molar refractivity.,2,0.2857142857142857,0.013204970615057533,0.013204970615057533,163.14159999999973,2.3435857848969226,200;304
false_negative,total_atom_count,Total atom count after adding explicit hydrogens as a Ghose-style atom-count proxy.,2,0.2857142857142857,0.005776475525237501,0.005776475525237501,97.0,2.9527182927317517,200;304
false_negative,net_charge_proxy_ph74,Base protonation minus acid deprotonation proxy at pH 7.4.,2,0.2857142857142857,0.00533408904987702,0.00533408904987702,-0.005008525104747127,-0.1526778967886669,86;371
false_negative,acid_deprotonated_fraction_ph65,Estimated deprotonated fraction for the dominant acidic site at pH 6.5.,1,0.14285714285714285,0.01930081196849766,0.01930081196849766,0.9999058271534808,1.8356433173412448,85
false_negative,neutral_fraction_ph65,Estimated neutral fraction at pH 6.5.,1,0.14285714285714285,0.017712862676540934,0.017712862676540934,8.887873926253893e-05,-0.820609547554767,85
false_negative,acid_deprotonated_fraction_ph74,Estimated deprotonated fraction for the dominant acidic site at pH 7.4.,1,0.14285714285714285,0.01741901265513055,0.01741901265513055,0.9999881433650367,1.758976620250319,85
false_negative,mean_neutral_fraction_intestinal_ph,"Mean estimated neutral fraction across pH 6.5, 7.4, and 8.0.",1,0.14285714285714285,0.011714411972357576,0.011714411972357576,3.453993463453214e-05,-0.9451354225733243,85
false_negative,acid_deprotonated_fraction_ph80,Estimated deprotonated fraction for the dominant acidic site at pH 8.0.,1,0.14285714285714285,0.010600778744198631,0.010600778744198631,0.999997021721509,1.6889100049020642,85
false_negative,charged_fraction_ph65,1 - neutral_fraction_ph65.,1,0.14285714285714285,0.007157101709933135,0.007157101709933135,0.9999111212607374,0.820609547554767,85
false_negative,charged_fraction_ph80,1 - neutral_fraction_ph80.,1,0.14285714285714285,0.006594640234214296,0.006594640234214296,0.9999970273209268,1.011737852664012,85
false_negative,neutral_fraction_ph74,Estimated neutral fraction at pH 7.4.,1,0.14285714285714285,0.0065301405386853206,0.0065301405386853206,1.1768385567838724e-05,-0.9258925320995371,85
false_negative,rotatable_bonds,Rotatable bond count.,1,0.14285714285714285,0.005840680125540457,0.005840680125540457,10.0,1.661501652834577,86
false_negative,hbd_le_5,Rule flag: HBD <= 5.,1,0.14285714285714285,0.0035748741800374624,0.0035748741800374624,0.0,-5.715476066494082,53
false_negative,base_protonated_fraction_ph80,Estimated protonated fraction for the dominant basic site at pH 8.0.,1,0.14285714285714285,0.003348503691988344,0.003348503691988344,2.1122928275787755e-05,-0.739425758559278,371
false_negative,net_charge_proxy_ph65,Base protonation minus acid deprotonation proxy at pH 6.5.,1,0.14285714285714285,0.002747330137392535,0.002747330137392535,-6.622058300047697e-05,-0.26127828473364095,371
